eventId,sourceSymbol,eventDate,mappedCik,mappingConfidence,companyName,datasetOrigin,actorFamily,stage2SealRole,trainingEligible,windowStart,windowEnd,edgarLogAvailable
FILING_PROXY_FRD_20250207_10Q,FRD,2025-02-07,39092,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-01-28,2025-02-12,1
FILING_PROXY_FRD_20251215_8K,FRD,2025-12-15,39092,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-05,2025-12-20,0
FILING_PROXY_FRGT_20250414_10K,FRGT,2025-04-14,1687542,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-04-04,2025-04-19,1
FILING_PROXY_FRGT_20250821_8K,FRGT,2025-08-21,1687542,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-11,2025-08-26,0
FILING_PROXY_FRGT_20251219_6K,FRGT,2025-12-19,1687542,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-09,2025-12-24,0
FILING_PROXY_FRMM_20250331_10K,FRMM,2025-03-31,1690080,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-03-21,2025-04-05,1
FILING_PROXY_FRMM_20250825_8K,FRMM,2025-08-25,1690080,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-15,2025-08-30,0
FILING_PROXY_FROG_20241108_10Q,FROG,2024-11-08,1800667,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-10-29,2024-11-13,1
FILING_PROXY_FRO_20250829_6K,FRO,2025-08-29,913290,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-19,2025-09-03,0
FILING_PROXY_FRPH_20250522_8K,FRPH,2025-05-22,844059,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-05-12,2025-05-27,1
FILING_PROXY_FRPH_20251105_8K,FRPH,2025-11-05,844059,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-10-26,2025-11-10,0
FILING_PROXY_FRSX_20250826_6K,FRSX,2025-08-26,1691221,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-16,2025-08-31,0
FILING_PROXY_FRSX_20251229_6K,FRSX,2025-12-29,1691221,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-19,2026-01-03,0
FILING_PROXY_FSEA_20251114_10Q,FSEA,2025-11-14,1943802,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-11-04,2025-11-19,0
FILING_PROXY_FSLR_20241029_10Q,FSLR,2024-10-29,1274494,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-10-19,2024-11-03,1
FILING_PROXY_FSLR_20250624_8K,FSLR,2025-06-24,1274494,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-06-14,2025-06-29,1
FILING_PROXY_FSLR_20251030_8K,FSLR,2025-10-30,1274494,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-10-20,2025-11-04,0
FILING_PROXY_FSTR_20250307_10K,FSTR,2025-03-07,352825,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-02-25,2025-03-12,1
FILING_PROXY_FSTR_20250811_8K,FSTR,2025-08-11,352825,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-01,2025-08-16,0
FILING_PROXY_FSTR_20251215_8K,FSTR,2025-12-15,352825,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-05,2025-12-20,0
FILING_PROXY_FSUN_20250728_8K,FSUN,2025-07-28,1709442,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-18,2025-08-02,0
FILING_PROXY_FSUN_20251204_8K,FSUN,2025-12-04,1709442,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-11-24,2025-12-09,0
FILING_PROXY_FTAI_20241112_10Q,FTAI,2024-11-12,1590364,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-11-02,2024-11-17,1
FILING_PROXY_FTAI_20250624_8K,FTAI,2025-06-24,1590364,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-06-14,2025-06-29,1
FILING_PROXY_FTAI_20251027_8K,FTAI,2025-10-27,1590364,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-10-17,2025-11-01,0
FILING_PROXY_FTCI_20250331_10K,FTCI,2025-03-31,1828161,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-03-21,2025-04-05,1
FILING_PROXY_FTCI_20250805_8K,FTCI,2025-08-05,1828161,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-26,2025-08-10,0
FILING_PROXY_FTCI_20251215_8K,FTCI,2025-12-15,1828161,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-05,2025-12-20,0
FILING_PROXY_FTFT_20250731_8K,FTFT,2025-07-31,1066923,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-21,2025-08-05,0
FILING_PROXY_FTFT_20251217_8K,FTFT,2025-12-17,1066923,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-07,2025-12-22,0
FILING_PROXY_FTHM_20241112_10Q,FTHM,2024-11-12,1753162,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-11-02,2024-11-17,1
FILING_PROXY_FTHM_20250602_8K,FTHM,2025-06-02,1753162,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-05-23,2025-06-07,1
FILING_PROXY_FTH_20250328_10K,FTH,2025-03-28,1829802,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-03-18,2025-04-02,1
FILING_PROXY_FTH_20250805_8K,FTH,2025-08-05,1829802,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-26,2025-08-10,0
FILING_PROXY_FTH_20251223_8K,FTH,2025-12-23,1829802,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-13,2025-12-28,0
FILING_PROXY_FTK_20241107_10Q,FTK,2024-11-07,928054,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-10-28,2024-11-12,1
FILING_PROXY_FTK_20250709_8K,FTK,2025-07-09,928054,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-06-29,2025-07-14,0
FILING_PROXY_FTLF_20250327_10K,FTLF,2025-03-27,1374328,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-03-17,2025-04-01,1
FILING_PROXY_FTLF_20250811_8K,FTLF,2025-08-11,1374328,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-01,2025-08-16,0
FILING_PROXY_FTLF_20251210_8K,FTLF,2025-12-10,1374328,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-11-30,2025-12-15,0
FILING_PROXY_FTNT_20241108_10Q,FTNT,2024-11-08,1262039,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-10-29,2024-11-13,1
FILING_PROXY_FTNT_20251105_8K,FTNT,2025-11-05,1262039,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-10-26,2025-11-10,0
FILING_PROXY_FTRK_20251211_6K,FTRK,2025-12-11,2027262,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-01,2025-12-16,0
FILING_PROXY_FULC_20250225_10K,FULC,2025-02-25,1680581,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-02-15,2025-03-02,1
FILING_PROXY_FULC_20250729_8K,FULC,2025-07-29,1680581,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-19,2025-08-03,0
FILING_PROXY_FULC_20251211_8K,FULC,2025-12-11,1680581,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-01,2025-12-16,0
FILING_PROXY_FULT_20250801_8K,FULT,2025-08-01,700564,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-22,2025-08-06,0
FILING_PROXY_FULT_20251217_8K,FULT,2025-12-17,700564,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-07,2025-12-22,0
FILING_PROXY_FUTU_20250529_6K,FUTU,2025-05-29,1754581,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-05-19,2025-06-03,1
FILING_PROXY_FUTU_20251118_6K,FUTU,2025-11-18,1754581,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-11-08,2025-11-23,0
FILING_PROXY_FWONA_20250227_10K,FWONA,2025-02-27,1560385,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-02-17,2025-03-04,1
FILING_PROXY_FWONA_20250807_8K,FWONA,2025-08-07,1560385,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-28,2025-08-12,0
FILING_PROXY_FWONK_20250227_10K,FWONK,2025-02-27,1560385,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-02-17,2025-03-04,1
FILING_PROXY_FWONK_20250807_8K,FWONK,2025-08-07,1560385,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-28,2025-08-12,0
FILING_PROXY_FWRG_20250311_10K,FWRG,2025-03-11,1789940,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-03-01,2025-03-16,1
FILING_PROXY_FWRG_20251229_8K,FWRG,2025-12-29,1789940,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-19,2026-01-03,0
FILING_PROXY_FXHO_20250822_6K,FXHO,2025-08-22,1789299,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-12,2025-08-27,0
FILING_PROXY_GALT_20250331_10K,GALT,2025-03-31,1133416,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-03-21,2025-04-05,1
FILING_PROXY_GALT_20251219_8K,GALT,2025-12-19,1133416,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-09,2025-12-24,0
FILING_PROXY_GAME_20250415_10K,GAME,2025-04-15,1714562,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-04-05,2025-04-20,1
FILING_PROXY_GAME_20250827_8K,GAME,2025-08-27,1714562,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-17,2025-09-01,0
FILING_PROXY_GAME_20251231_8K,GAME,2025-12-31,1714562,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-21,2026-01-05,0
FILING_PROXY_GAUZ_20250813_6K,GAUZ,2025-08-13,1781446,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-03,2025-08-18,0
FILING_PROXY_GAUZ_20251212_6K,GAUZ,2025-12-12,1781446,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-02,2025-12-17,0
FILING_PROXY_GCTK_20250814_8K,GCTK,2025-08-14,1506983,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-04,2025-08-19,0
FILING_PROXY_GCT_20250714_8K,GCT,2025-07-14,1857816,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-04,2025-07-19,0
FILING_PROXY_GDC_20241114_10Q,GDC,2024-11-14,1641398,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-11-04,2024-11-19,1
FILING_PROXY_GDC_20250703_8K,GDC,2025-07-03,1641398,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-06-23,2025-07-08,0
FILING_PROXY_GDC_20251223_8K,GDC,2025-12-23,1641398,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-13,2025-12-28,0
FILING_PROXY_GDHG_20251209_6K,GDHG,2025-12-09,1928340,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-11-29,2025-12-14,0
FILING_PROXY_GDS_20250716_6K,GDS,2025-07-16,1526125,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-06,2025-07-21,0
FILING_PROXY_GDTC_20251208_6K,GDTC,2025-12-08,1873093,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-11-28,2025-12-13,0
FILING_PROXY_GDYN_20250731_8K,GDYN,2025-07-31,1743725,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-21,2025-08-05,0
FILING_PROXY_GD_20250723_8K,GD,2025-07-23,40533,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-13,2025-07-28,0
FILING_PROXY_GELS_20251209_6K,GELS,2025-12-09,1920092,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-11-29,2025-12-14,0
FILING_PROXY_GENK_20251107_8K,GENK,2025-11-07,1891856,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-10-28,2025-11-12,0
FILING_PROXY_GEN_20241031_10Q,GEN,2024-10-31,849399,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-10-21,2024-11-05,1
FILING_PROXY_GEN_20251107_8K,GEN,2025-11-07,849399,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-10-28,2025-11-12,0
FILING_PROXY_GEOS_20241122_10K,GEOS,2024-11-22,1001115,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-11-12,2024-11-27,1
FILING_PROXY_GEOS_20250509_8K,GEOS,2025-05-09,1001115,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-04-29,2025-05-14,1
FILING_PROXY_GEO_20250228_10K,GEO,2025-02-28,923796,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-02-18,2025-03-05,1
FILING_PROXY_GEO_20250806_8K,GEO,2025-08-06,923796,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-27,2025-08-11,0
FILING_PROXY_GERN_20250227_10K,GERN,2025-02-27,886744,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-02-17,2025-03-04,1
FILING_PROXY_GERN_20250806_8K,GERN,2025-08-06,886744,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-27,2025-08-11,0
FILING_PROXY_GERN_20251216_8K,GERN,2025-12-16,886744,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-06,2025-12-21,0
FILING_PROXY_GETY_20241107_10Q,GETY,2024-11-07,1898496,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-10-28,2024-11-12,1
FILING_PROXY_GEV_20241023_10Q,GEV,2024-10-23,1996810,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-10-13,2024-10-28,1
FILING_PROXY_GEV_20250516_8K,GEV,2025-05-16,1996810,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-05-06,2025-05-21,1
FILING_PROXY_GEV_20251022_8K,GEV,2025-10-22,1996810,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-10-12,2025-10-27,0
FILING_PROXY_GE_20241022_10Q,GE,2024-10-22,40545,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-10-12,2024-10-27,1
FILING_PROXY_GFAI_20251219_6K,GFAI,2025-12-19,1804469,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-09,2025-12-24,0
FILING_PROXY_GGRP_20250213_10Q,GGRP,2025-02-13,1854445,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-02-03,2025-02-18,1
FILING_PROXY_GGRP_20250819_8K,GGRP,2025-08-19,1854445,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-09,2025-08-24,0
FILING_PROXY_GGRP_20251222_8K,GGRP,2025-12-22,1854445,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-12,2025-12-27,0
FILING_PROXY_GGR_20250602_6K,GGR,2025-06-02,1886190,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-05-23,2025-06-07,1
FILING_PROXY_GHC_20250507_8K,GHC,2025-05-07,104889,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-04-27,2025-05-12,1
FILING_PROXY_GHM_20250207_10Q,GHM,2025-02-07,716314,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-01-28,2025-02-12,1
FILING_PROXY_GHM_20251107_8K,GHM,2025-11-07,716314,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-10-28,2025-11-12,0
FILING_PROXY_GH_20250220_10K,GH,2025-02-20,1576280,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-02-10,2025-02-25,1
FILING_PROXY_GH_20250620_8K,GH,2025-06-20,1576280,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-06-10,2025-06-25,1
FILING_PROXY_GH_20251107_8K,GH,2025-11-07,1576280,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-10-28,2025-11-12,0
FILING_PROXY_GIBO_20251231_6K,GIBO,2025-12-31,2034520,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-21,2026-01-05,0
FILING_PROXY_GILD_20241112_10Q,GILD,2024-11-12,882095,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-11-02,2024-11-17,1
FILING_PROXY_GIPR_20250328_10K,GIPR,2025-03-28,1651721,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-03-18,2025-04-02,1
FILING_PROXY_GIPR_20250822_8K,GIPR,2025-08-22,1651721,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-12,2025-08-27,0
FILING_PROXY_GIPR_20251229_8K,GIPR,2025-12-29,1651721,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-19,2026-01-03,0
FILING_PROXY_GIS_20241218_10Q,GIS,2024-12-18,40704,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-12-08,2024-12-23,1
FILING_PROXY_GIS_20250625_8K,GIS,2025-06-25,40704,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-06-15,2025-06-30,1
FILING_PROXY_GIS_20251217_8K,GIS,2025-12-17,40704,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-07,2025-12-22,0
FILING_PROXY_GITS_20241120_10Q,GITS,2024-11-20,1911545,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-11-10,2024-11-25,1
FILING_PROXY_GITS_20251231_8K,GITS,2025-12-31,1911545,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-21,2026-01-05,0
FILING_PROXY_GLBE_20251119_6K,GLBE,2025-11-19,1835963,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-11-09,2025-11-24,0
FILING_PROXY_GLBS_20250616_6K,GLBS,2025-06-16,1499780,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-06-06,2025-06-21,1
FILING_PROXY_GLBS_20251128_6K,GLBS,2025-11-28,1499780,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-11-18,2025-12-03,0
FILING_PROXY_GLE_20250620_6K,GLE,2025-06-20,1908705,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-06-10,2025-06-25,1
FILING_PROXY_GLE_20251031_6K,GLE,2025-10-31,1908705,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-10-21,2025-11-05,0
FILING_PROXY_GLMD_20250724_6K,GLMD,2025-07-24,1595353,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-14,2025-07-29,0
FILING_PROXY_GLMD_20251208_6K,GLMD,2025-12-08,1595353,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-11-28,2025-12-13,0
FILING_PROXY_GLOB_20251113_6K,GLOB,2025-11-13,1557860,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-11-03,2025-11-18,0
FILING_PROXY_GLPI_20250725_8K,GLPI,2025-07-25,1575965,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-15,2025-07-30,0
FILING_PROXY_GLSI_20241114_10Q,GLSI,2024-11-14,1799788,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-11-04,2024-11-19,1
FILING_PROXY_GLW_20251028_8K,GLW,2025-10-28,24741,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-10-18,2025-11-02,0
FILING_PROXY_GMED_20241105_10Q,GMED,2024-11-05,1237831,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-10-26,2024-11-10,1
FILING_PROXY_GMEX_20250815_6K,GMEX,2025-08-15,1928581,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-05,2025-08-20,0
FILING_PROXY_GME_20250325_10K,GME,2025-03-25,1326380,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-03-15,2025-03-30,1
FILING_PROXY_GME_20251209_8K,GME,2025-12-09,1326380,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-11-29,2025-12-14,0
FILING_PROXY_GMM_20250818_6K,GMM,2025-08-18,1913749,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-08,2025-08-23,0
FILING_PROXY_GM_20250128_10K,GM,2025-01-28,1467858,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-01-18,2025-02-02,1
FILING_PROXY_GM_20251021_8K,GM,2025-10-21,1467858,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-10-11,2025-10-26,0
FILING_PROXY_GNLN_20250321_10K,GNLN,2025-03-21,1743745,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-03-11,2025-03-26,1
FILING_PROXY_GNLN_20250818_8K,GNLN,2025-08-18,1743745,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-08,2025-08-23,0
FILING_PROXY_GNL_20250227_10K,GNL,2025-02-27,1526113,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-02-17,2025-03-04,1
FILING_PROXY_GNPX_20250401_10K,GNPX,2025-04-01,1595248,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-03-22,2025-04-06,1
FILING_PROXY_GNPX_20250820_8K,GNPX,2025-08-20,1595248,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-10,2025-08-25,0
FILING_PROXY_GNPX_20251223_8K,GNPX,2025-12-23,1595248,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-13,2025-12-28,0
FILING_PROXY_GNTA_20251104_6K,GNTA,2025-11-04,1838716,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-10-25,2025-11-09,0
FILING_PROXY_GOOGL_20250205_10K,GOOGL,2025-02-05,1652044,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-01-26,2025-02-10,1
