eventId,sourceSymbol,eventDate,mappedCik,mappingConfidence,companyName,datasetOrigin,actorFamily,stage2SealRole,trainingEligible,windowStart,windowEnd,edgarLogAvailable
GENERAL_SURGE_CSCO_20220519,CSCO,2022-05-19,858877,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-05-09,2022-05-24,1
GENERAL_SURGE_CSL_20221028,CSL,2022-10-28,790051,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-10-18,2022-11-02,1
GENERAL_SURGE_CSTE_20251125,CSTE,2025-11-25,1504379,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-11-15,2025-11-30,0
GENERAL_SURGE_CSTL_20230707,CSTL,2023-07-07,1447362,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-06-27,2023-07-12,1
GENERAL_SURGE_CTAS_20200316,CTAS,2020-03-16,723254,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-03-06,2020-03-21,0
GENERAL_SURGE_CTEV_20241224,CTEV,2024-12-24,1793229,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-12-14,2024-12-29,1
GENERAL_SURGE_CTNT_20240514,CTNT,2024-05-14,1951667,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-05-04,2024-05-19,1
GENERAL_SURGE_CTOR_20240805,CTOR,2024-08-05,1851484,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-07-26,2024-08-10,1
GENERAL_SURGE_CTSH_20190503,CTSH,2019-05-03,1058290,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2019-04-23,2019-05-08,0
GENERAL_SURGE_CTVA_20240201,CTVA,2024-02-01,1755672,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-01-22,2024-02-06,1
GENERAL_SURGE_CUE_20240927,CUE,2024-09-27,1645460,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-09-17,2024-10-02,1
GENERAL_SURGE_CUPR_20251027,CUPR,2025-10-27,1995704,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-10-17,2025-11-01,0
GENERAL_SURGE_CURR_20250108,CURR,2025-01-08,1862935,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-12-29,2025-01-13,1
GENERAL_SURGE_CVCO_20181109,CVCO,2018-11-09,278166,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2018-10-30,2018-11-14,0
GENERAL_SURGE_CVGI_20200810,CVGI,2020-08-10,1290900,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-07-31,2020-08-15,1
GENERAL_SURGE_CVLG_20211021,CVLG,2021-10-21,928658,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-10-11,2021-10-26,1
GENERAL_SURGE_CVNA_20230608,CVNA,2023-06-08,1690820,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-05-29,2023-06-13,1
GENERAL_SURGE_CWD_20250909,CWD,2025-09-09,1627282,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-30,2025-09-14,0
GENERAL_SURGE_CXAI_20240401,CXAI,2024-04-01,1820875,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-03-22,2024-04-06,1
GENERAL_SURGE_CXT_20250923,CXT,2025-09-23,25445,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-09-13,2025-09-28,0
GENERAL_SURGE_CYN_20250626,CYN,2025-06-26,1874097,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-06-16,2025-07-01,1
GENERAL_SURGE_CYPH_20251112,CYPH,2025-11-12,1509745,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-11-02,2025-11-17,0
GENERAL_SURGE_CZFS_20241106,CZFS,2024-11-06,739421,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-10-27,2024-11-11,1
GENERAL_SURGE_CZWI_20210420,CZWI,2021-04-20,1367859,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-04-10,2021-04-25,1
GENERAL_SURGE_DAC_20191122,DAC,2019-11-22,1369241,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2019-11-12,2019-11-27,0
GENERAL_SURGE_DARE_20190318,DARE,2019-03-18,1401914,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2019-03-08,2019-03-23,0
GENERAL_SURGE_DASH_20220217,DASH,2022-02-17,1792789,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-02-07,2022-02-22,1
GENERAL_SURGE_DBD_20250212,DBD,2025-02-12,28823,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-02-02,2025-02-17,1
GENERAL_SURGE_DBX_20200221,DBX,2020-02-21,1467623,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-02-11,2020-02-26,0
GENERAL_SURGE_DCOY_20250113,DCOY,2025-01-13,1615219,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-01-03,2025-01-18,1
GENERAL_SURGE_DDOG_20231107,DDOG,2023-11-07,1561550,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-10-28,2023-11-12,1
GENERAL_SURGE_DEFT_20251126,DEFT,2025-11-26,1888274,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-11-16,2025-12-01,0
GENERAL_SURGE_DELL_20240301,DELL,2024-03-01,1571996,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-02-20,2024-03-06,1
GENERAL_SURGE_DEVSF_20250512,DEVSF,2025-05-12,1854480,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-05-02,2025-05-17,1
GENERAL_SURGE_DE_20220520,DE,2022-05-20,315189,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-05-10,2022-05-25,1
GENERAL_SURGE_DFLI_20250722,DFLI,2025-07-22,1847986,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-12,2025-07-27,0
GENERAL_SURGE_DFSC_20240610,DFSC,2024-06-10,1889823,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-05-31,2024-06-15,1
GENERAL_SURGE_DGICB_20250620,DGICB,2025-06-20,800457,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-06-10,2025-06-25,1
GENERAL_SURGE_DGNX_20250910,DGNX,2025-09-10,2010499,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-31,2025-09-15,0
GENERAL_SURGE_DG_20240829,DG,2024-08-29,29534,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-08-19,2024-09-03,1
GENERAL_SURGE_DHR_20231002,DHR,2023-10-02,313616,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-09-22,2023-10-07,1
GENERAL_SURGE_DIOD_20181107,DIOD,2018-11-07,29002,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2018-10-28,2018-11-12,0
GENERAL_SURGE_DKNG_20221104,DKNG,2022-11-04,1883685,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-10-25,2022-11-09,1
GENERAL_SURGE_DKS_20230822,DKS,2023-08-22,1089063,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-08-12,2023-08-27,1
GENERAL_SURGE_DLHC_20250416,DLHC,2025-04-16,785557,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-04-06,2025-04-21,1
GENERAL_SURGE_DLPN_20210323,DLPN,2021-03-23,1282224,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-03-13,2021-03-28,1
GENERAL_SURGE_DLTH_20250904,DLTH,2025-09-04,1649744,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-25,2025-09-09,0
GENERAL_SURGE_DOGZ_20201019,DOGZ,2020-10-19,1707303,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-10-09,2020-10-24,1
GENERAL_SURGE_DOMO_20190906,DOMO,2019-09-06,1505952,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2019-08-27,2019-09-11,0
GENERAL_SURGE_DPZ_20200220,DPZ,2020-02-20,1286681,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-02-10,2020-02-25,0
GENERAL_SURGE_DQ_20241029,DQ,2024-10-29,1477641,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-10-19,2024-11-03,1
GENERAL_SURGE_DTE_20210701,DTE,2021-07-01,936340,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-06-21,2021-07-06,1
GENERAL_SURGE_DTM_20250127,DTM,2025-01-27,1842022,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-01-17,2025-02-01,1
GENERAL_SURGE_DT_20220202,DT,2022-02-02,1773383,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-01-23,2022-02-07,1
GENERAL_SURGE_DUK_20200930,DUK,2020-09-30,1326160,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-09-20,2020-10-05,1
GENERAL_SURGE_DULL_20251021,DULL,2025-10-21,927971,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-10-11,2025-10-26,0
GENERAL_SURGE_DUOT_20210813,DUOT,2021-08-13,1396536,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-08-03,2021-08-18,1
GENERAL_SURGE_DUO_20240517,DUO,2024-05-17,1750593,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-05-07,2024-05-22,1
GENERAL_SURGE_DVA_20221028,DVA,2022-10-28,927066,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-10-18,2022-11-02,1
GENERAL_SURGE_DWSN_20250717,DWSN,2025-07-17,799165,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-07,2025-07-22,0
GENERAL_SURGE_DXCM_20240726,DXCM,2024-07-26,1093557,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-07-16,2024-07-31,1
GENERAL_SURGE_DXC_20230803,DXC,2023-08-03,1688568,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-07-24,2023-08-08,1
GENERAL_SURGE_DXST_20251231,DXST,2025-12-31,1958133,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-21,2026-01-05,0
GENERAL_SURGE_EAF_20221121,EAF,2022-11-21,931148,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-11-11,2022-11-26,1
GENERAL_SURGE_EA_20190208,EA,2019-02-08,712515,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2019-01-29,2019-02-13,0
GENERAL_SURGE_EBF_20241011,EBF,2024-10-11,33002,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-10-01,2024-10-16,1
GENERAL_SURGE_EBS_20240502,EBS,2024-05-02,1367644,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-04-22,2024-05-07,1
GENERAL_SURGE_ECL_20220121,ECL,2022-01-21,31462,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-01-11,2022-01-26,1
GENERAL_SURGE_EDRY_20201112,EDRY,2020-11-12,1731388,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-11-02,2020-11-17,1
GENERAL_SURGE_EDU_20210723,EDU,2021-07-23,1372920,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-07-13,2021-07-28,1
GENERAL_SURGE_ED_20200317,ED,2020-03-17,1047862,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-03-07,2020-03-22,0
GENERAL_SURGE_EFSCP_20221220,EFSCP,2022-12-20,1025835,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-12-10,2022-12-25,1
GENERAL_SURGE_EFX_20181025,EFX,2018-10-25,33185,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2018-10-15,2018-10-30,0
GENERAL_SURGE_EHGO_20250113,EHGO,2025-01-13,1879754,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-01-03,2025-01-18,1
GENERAL_SURGE_EHI_20200318,EHI,2020-03-18,1228509,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-03-08,2020-03-23,0
GENERAL_SURGE_EIX_20250113,EIX,2025-01-13,827052,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-01-03,2025-01-18,1
GENERAL_SURGE_EJH_20240813,EJH,2024-08-13,1769768,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-08-03,2024-08-18,1
GENERAL_SURGE_ELAN_20250507,ELAN,2025-05-07,1739104,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-04-27,2025-05-12,1
GENERAL_SURGE_ELME_20250804,ELME,2025-08-04,104894,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-25,2025-08-09,0
GENERAL_SURGE_ELPW_20250820,ELPW,2025-08-20,2015691,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-08-10,2025-08-25,0
GENERAL_SURGE_ELVA_20241125,ELVA,2024-11-25,1844450,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-11-15,2024-11-30,1
GENERAL_SURGE_ELV_20241017,ELV,2024-10-17,1156039,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-10-07,2024-10-22,1
GENERAL_SURGE_EMD_20200318,EMD,2020-03-18,1227862,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-03-08,2020-03-23,0
GENERAL_SURGE_ENB_20200313,ENB,2020-03-13,895728,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-03-03,2020-03-18,0
GENERAL_SURGE_ENGN_20251111,ENGN,2025-11-11,1980845,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-11-01,2025-11-16,0
GENERAL_SURGE_ENGS_20251106,ENGS,2025-11-06,1971828,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-10-27,2025-11-11,0
GENERAL_SURGE_ENLT_20231009,ENLT,2023-10-09,1922641,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-09-29,2023-10-14,1
GENERAL_SURGE_ENLV_20201001,ENLV,2020-10-01,1596812,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-09-21,2020-10-06,1
GENERAL_SURGE_ENSC_20241022,ENSC,2024-10-22,1716947,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-10-12,2024-10-27,1
GENERAL_SURGE_ENTG_20221102,ENTG,2022-11-02,1101302,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-10-23,2022-11-07,1
GENERAL_SURGE_EOG_20200309,EOG,2020-03-09,821189,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-02-28,2020-03-14,0
GENERAL_SURGE_EOLS_20210219,EOLS,2021-02-19,1570562,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-02-09,2021-02-24,1
GENERAL_SURGE_EOS_20200312,EOS,2020-03-12,1308335,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-03-02,2020-03-17,0
GENERAL_SURGE_EPC_20200210,EPC,2020-02-10,1096752,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-01-31,2020-02-15,0
GENERAL_SURGE_EPOW_20250930,EPOW,2025-09-30,1780731,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-09-20,2025-10-05,0
GENERAL_SURGE_EPSM_20251118,EPSM,2025-11-18,1883437,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-11-08,2025-11-23,0
GENERAL_SURGE_EPSN_20210216,EPSN,2021-02-16,1726126,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-02-06,2021-02-21,1
GENERAL_SURGE_EQIX_20250626,EQIX,2025-06-26,1101239,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-06-16,2025-07-01,1
GENERAL_SURGE_EQT_20181025,EQT,2018-10-25,33213,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2018-10-15,2018-10-30,0
GENERAL_SURGE_EQ_20200713,EQ,2020-07-13,1746466,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-07-03,2020-07-18,1
GENERAL_SURGE_ESAB_20241029,ESAB,2024-10-29,1877322,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-10-19,2024-11-03,1
GENERAL_SURGE_ESE_20250207,ESE,2025-02-07,866706,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-01-28,2025-02-12,1
GENERAL_SURGE_ETHT_20250203,ETHT,2025-02-03,,UNRESOLVED,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-01-24,2025-02-08,1
GENERAL_SURGE_ETR_20241031,ETR,2024-10-31,65984,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-10-21,2024-11-05,1
GENERAL_SURGE_ETSY_20180614,ETSY,2018-06-14,1370637,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2018-06-04,2018-06-19,0
GENERAL_SURGE_ETU_20250508,ETU,2025-05-08,,UNRESOLVED,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-04-28,2025-05-13,1
GENERAL_SURGE_ET_20200309,ET,2020-03-09,1276187,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-02-28,2020-03-14,0
GENERAL_SURGE_EUDA_20230310,EUDA,2023-03-10,1847846,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-02-28,2023-03-15,1
GENERAL_SURGE_EVAX_20240124,EVAX,2024-01-24,1828253,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-01-14,2024-01-29,1
GENERAL_SURGE_EVCM_20230316,EVCM,2023-03-16,1853145,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-03-06,2023-03-21,1
GENERAL_SURGE_EVC_20240306,EVC,2024-03-06,1109116,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-02-25,2024-03-11,1
GENERAL_SURGE_EVEX-WS_20241016,EVEX-WS,2024-10-16,,UNRESOLVED,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-10-06,2024-10-21,1
GENERAL_SURGE_EVF_20200318,EVF,2020-03-18,1070732,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-03-08,2020-03-23,0
GENERAL_SURGE_EVGO_20241217,EVGO,2024-12-17,1821159,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-12-07,2024-12-22,1
GENERAL_SURGE_EVH_20241108,EVH,2024-11-08,1628908,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-10-29,2024-11-13,1
GENERAL_SURGE_EVTL_20220715,EVTL,2022-07-15,1867102,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-07-05,2022-07-20,1
GENERAL_SURGE_EW_20240725,EW,2024-07-25,1099800,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-07-15,2024-07-30,1
GENERAL_SURGE_EXOZ_20250620,EXOZ,2025-06-20,2010788,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-06-10,2025-06-25,1
GENERAL_SURGE_EXPE_20191107,EXPE,2019-11-07,1324424,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2019-10-28,2019-11-12,0
GENERAL_SURGE_EZGO_20230906,EZGO,2023-09-06,1806904,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-08-27,2023-09-11,1
GENERAL_SURGE_E_20200309,E,2020-03-09,1002242,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-02-28,2020-03-14,0
GENERAL_SURGE_FAF_20200318,FAF,2020-03-18,1472787,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-03-08,2020-03-23,0
GENERAL_SURGE_FATN_20251219,FATN,2025-12-19,1993400,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-09,2025-12-24,0
GENERAL_SURGE_FBLG_20240910,FBLG,2024-09-10,1958777,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-08-31,2024-09-15,1
GENERAL_SURGE_FCFS_20240425,FCFS,2024-04-25,840489,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-04-15,2024-04-30,1
GENERAL_SURGE_FCUV_20250103,FCUV,2025-01-03,1590418,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-12-24,2025-01-08,1
GENERAL_SURGE_FDS_20200625,FDS,2020-06-25,1013237,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-06-15,2020-06-30,1
GENERAL_SURGE_FEBO_20240812,FEBO,2024-08-12,1957001,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-08-02,2024-08-17,1
GENERAL_SURGE_FEDU_20210326,FEDU,2021-03-26,1709819,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-03-16,2021-03-31,1
GENERAL_SURGE_FEED_20210723,FEED,2021-07-23,1326706,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-07-13,2021-07-28,1
GENERAL_SURGE_FFIV_20240730,FFIV,2024-07-30,1048695,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-07-20,2024-08-04,1
GENERAL_SURGE_FGBI_20200313,FGBI,2020-03-13,1408534,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-03-03,2020-03-18,0
GENERAL_SURGE_FGL_20250926,FGL,2025-09-26,1989930,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-09-16,2025-10-01,0
GENERAL_SURGE_FICO_20221110,FICO,2022-11-10,814547,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-10-31,2022-11-15,1
GENERAL_SURGE_FIEE_20251230,FIEE,2025-12-30,1467761,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-12-20,2026-01-04,0
GENERAL_SURGE_FIRY_20210421,FIRY,2021-04-21,1801661,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-04-11,2021-04-26,1
GENERAL_SURGE_FISV_20250424,FISV,2025-04-24,798354,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-04-14,2025-04-29,1
GENERAL_SURGE_FIS_20221103,FIS,2022-11-03,1136893,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-10-24,2022-11-08,1
GENERAL_SURGE_FIVN_20240809,FIVN,2024-08-09,1288847,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-07-30,2024-08-14,1
